charge	min	max	01026.peak.table	01038.peak.table
neg	1042.0413605406172	1042.0418815612975	0	1
neg	1042.150259525457	1042.1507806005868	0	1
neg	1042.1513016759773	1042.1518227516283	1	0
pos	1042.2153959358943	1042.2159170435923	1	0
pos	1042.2221703562923	1042.2226914673774	1	0
pos	1042.3607950886549	1042.3613162690524	1	0
neg	1042.3800789369207	1042.3806001269602	1	0
pos	1042.6188112491525	1042.6193325585582	1	0
neg	1042.6506115999025	1042.6511329252085	0	1
pos	1042.6865836575294	1042.6871050008212	1	0
pos	1042.688147688187	1042.6886690322608	0	1
pos	1042.703266772164	1042.7037881237975	1	0
pos	1042.765830829441	1042.7663522123564	1	0
neg	1042.7720874416325	1042.7726088276763	1	0
neg	1042.7741729873717	1042.7746943744582	1	0
pos	1042.8018068621986	1042.8023282631023	1	0
pos	1042.8028496642664	1042.8033710656914	0	1
neg	1042.8294414693326	1042.8299628840534	1	0
pos	1042.8560339524986	1042.8565553805156	1	0
pos	1042.9086994988477	1042.9092209531975	1	0
pos	1043.0437648869809	1043.0442864088634	0	1
neg	1043.0479370693424	1043.0484585933111	1	0
pos	1043.0521092683928	1043.0526307944474	1	0
neg	1043.0562814841317	1043.0568030122724	1	0
pos	1043.3040367088463	1043.3045583608648	1	0
pos	1043.305080013144	1043.3056016656842	0	1
neg	1043.308731586402	1043.309253240768	1	0
neg	1043.309253240768	1043.3097748953946	0	1
neg	1043.3097748953946	1043.3102965502821	1	0
neg	1043.4626309356556	1043.4631526669712	1	0
neg	1043.635860066728	1043.636381884658	1	1
pos	1043.6562111593357	1043.6567329874413	1	0
pos	1043.6640386083168	1043.6645604403361	0	1
pos	1043.6676914379316	1043.6682132717774	1	0
pos	1043.6697787748801	1043.6703006097696	0	1
pos	1044.1766033475517	1044.1771254358534	0	1
pos	1044.3327193801274	1044.3332415464872	1	0
neg	1044.6194279889162	1044.6199502986303	0	1
neg	1044.6267403486784	1044.6272626620487	0	1
pos	1044.6434545060606	1044.643976827788	1	1
pos	1044.643976827788	1044.6444991497765	1	0
neg	1044.662780583906	1044.6633029152963	1	0
pos	1044.688375129167	1044.6888974733547	1	1
pos	1044.6935985827963	1044.6941209295958	1	0
pos	1044.7045679204293	1044.7050902727133	1	0
neg	1044.8278503021586	1044.8283727160838	1	0
neg	1044.8304623743968	1044.830984789628	0	1
pos	1044.8424779908014	1044.8430004120405	1	0
pos	1044.8450900996088	1044.845612522154	1	0
pos	1044.8461349449603	1044.846657368028	1	0
pos	1045.0415393931164	1045.042061913886	0	1
pos	1045.0431069562094	1045.043629477763	0	1
pos	1045.1517970639634	1045.152319639862	1	0
pos	1045.1972621446341	1045.1977847432652	1	0
pos	1045.2082367707612	1045.2087593748797	0	1
neg	1045.2280959109592	1045.2286185250073	1	1
neg	1045.3070135915875	1045.3075362450943	1	0
neg	1045.3075362450943	1045.3080588988626	1	0
neg	1045.3091042071828	1045.309626861735	0	1
neg	1045.311717482557	1045.3122401384157	1	0
pos	1045.4930947542439	1045.4936175007913	0	1
pos	1045.4936175007913	1045.4941402476002	0	1
pos	1045.5453707028075	1045.545893475493	1	0
neg	1045.5631451207507	1045.5636679023235	1	0
pos	1045.6264035887734	1045.6269264019752	0	1
neg	1045.6368599024781	1045.6373827209081	2	0
neg	1045.6373827209081	1045.6379055395996	0	1
neg	1045.6389511777666	1045.6394739972422	0	1
pos	1045.6504532666172	1045.6509760918439	1	0
pos	1045.6509760918439	1045.651498917332	0	1
neg	1045.6525445690925	1045.6530673953648	0	1
neg	1045.6530673953648	1045.6535902218986	1	0
pos	1045.7958087452746	1045.796331643179	0	1
pos	1045.7968545413448	1045.7973774397722	0	1
pos	1045.797900338461	1045.7984232374113	1	0
neg	1045.827705995902	1045.8282289097551	0	1
neg	1045.8282289097551	1045.8287518238697	1	0
pos	1046.2236266069433	1046.2241497187567	1	0
pos	1046.2241497187567	1046.2246728308317	0	1
pos	1046.532308027938	1046.532831294092	1	0
neg	1046.5652743066196	1046.5657975892568	1	0
neg	1046.6191737926788	1046.6196971022657	1	0
neg	1046.635396511545	1046.6359198292432	1	0
neg	1046.6359198292432	1046.6364431472032	0	1
pos	1046.6641793735196	1046.6647027056094	0	1
pos	1046.6662727034486	1046.666796036585	0	1
pos	1046.6673193699833	1046.667842703643	1	0
pos	1046.6882529204752	1046.6887762646018	0	1
neg	1046.8044417358783	1046.8049651380993	1	0
neg	1046.825378028843	1046.825901441532	1	0
pos	1046.9080804797456	1046.908603933786	1	0
pos	1047.1462791026047	1047.1468026757443	1	0
pos	1047.1965433177736	1047.1970669160453	1	0
pos	1047.2274360637484	1047.2279596774665	1	0
neg	1047.2745623469295	1047.2750859842108	1	0
neg	1047.2756096217538	1047.2761332595587	0	1
pos	1047.3038864378832	1047.3044100898264	1	0
neg	1047.327451034541	1047.3279746982664	0	1
pos	1047.3415900470354	1047.3421137178304	1	0
pos	1047.4300941285253	1047.4306178435725	1	0
pos	1047.5154631386076	1047.5159868963392	1	0
neg	1047.5227957706816	1047.5233195320795	0	1
neg	1047.5238432937394	1047.524367055661	0	1
neg	1047.526985869198	1047.527509632691	1	0
neg	1047.6306961484609	1047.631219963809	1	0
pos	1047.654268098418	1047.6547919255522	0	1
pos	1047.6547919255522	1047.6553157529484	1	1
neg	1047.661077871591	1047.66160170213	0	1
pos	1047.7454179619274	1047.7459418346364	1	0
neg	1047.7768507881024	1047.7773746765279	0	1
pos	1047.9942869885376	1047.9948109856812	1	1
pos	1048.1965693550053	1048.19709345329	0	1
pos	1048.3763504375172	1048.3768746256926	1	0
neg	1048.633234046148	1048.633758362765	1	0
pos	1048.6353313141894	1048.635855631855	2	0
pos	1048.8697274449612	1048.870251879825	1	0
pos	1048.8786428733072	1048.8791673126286	1	0
pos	1049.0842431841113	1049.084767726233	1	0
pos	1049.2762431200986	1049.27676775822	0	1
pos	1049.2982781470653	1049.2988027962044	1	0
pos	1049.3003767451958	1049.3009013953842	0	1
pos	1049.307197218107	1049.3077218717056	0	1
pos	1049.3145423923604	1049.3150670496316	0	1
pos	1049.3413002476664	1049.3418249183167	1	0
pos	1049.3433989318412	1049.3439236035408	0	1
pos	1049.4693276638206	1049.4698523984846	0	1
neg	1049.5401692166124	1049.540693986697	1	0
pos	1049.6472277470166	1049.6477525706305	0	1
neg	1049.6755685976839	1049.6760934354681	1	0
pos	1049.7826409395238	1049.7831658308444	1	0
pos	1049.8288323803886	1049.8293572948048	1	0
pos	1049.8456297718883	1049.8461546947033	0	1
pos	1049.8718762341534	1049.8724011700917	0	1
neg	1050.0146684832962	1050.0151934906305	1	0
neg	1050.0687456176859	1050.0692706520588	0	1
pos	1050.6968743623938	1050.6973997108312	0	1
pos	1050.6984504084937	1050.698975757719	1	0
pos	1050.698975757719	1050.699501107207	0	1
neg	1050.7772557277463	1050.7777811163742	1	0
pos	1050.7898651273206	1050.7903905222531	1	0
pos	1050.7903905222531	1050.7909159174485	0	1
pos	1051.1729477500082	1051.1734733364822	0	2
pos	1051.355867710787	1051.3563933887208	1	0
neg	1051.5377679643696	1051.5382937332536	1	0
pos	1051.5614278244097	1051.5619536051238	1	0
pos	1051.6203168985323	1051.6208427086908	0	2
pos	1051.6218943297965	1051.6224201407438	1	0
pos	1051.6418753306154	1051.6424011515533	0	1
pos	1051.6997172099439	1051.7002430598025	1	0
pos	1051.7338979976475	1051.7344238645967	0	1
pos	1051.8443358272266	1051.8448617493946	1	0
pos	1051.848017287925	1051.8485432119337	0	1
pos	1052.1178508416115	1052.118376900537	0	1
neg	1052.2877815536	1052.2883076974908	0	1
neg	1052.432481035272	1052.4330072515127	1	0
neg	1052.6066729813465	1052.607199284683	1	0
neg	1052.6714102662104	1052.6719366019156	2	0
pos	1052.6814106896113	1052.6819370303167	0	1
neg	1052.7935272019351	1052.7940535986988	1	0
pos	1052.9119731066078	1052.9124995625943	1	0
pos	1052.9382962283962	1052.9388226975443	0	1
pos	1053.0604441246803	1053.0609706549023	0	1
pos	1053.1483783209949	1053.1489048951842	1	1
pos	1053.1489048951842	1053.1494314696367	0	1
pos	1053.1968242485439	1053.1973508469562	1	0
neg	1053.3300620406353	1053.3305887056665	0	1
neg	1053.3305887056665	1053.331115370961	0	1
neg	1053.331115370961	1053.3316420365188	1	0
pos	1053.4364537230078	1053.4369804412347	0	1
neg	1053.4933408132326	1053.493867559903	1	0
pos	1053.6197675679944	1053.6202943778783	0	1
neg	1053.640313348649	1053.6408401688057	1	0
pos	1053.997030876623	1053.9975578751387	1	0
pos	1054.1303699012285	1054.1308969664135	0	1
pos	1054.1393300452141	1054.1398571148793	0	1
pos	1054.140384184808	1054.1409112550002	1	0
pos	1054.151452714186	1054.1519797899125	0	1
pos	1054.3949897663592	1054.395516963854	0	1
pos	1054.446129150706	1054.4466563737706	1	0
neg	1054.5299609292967	1054.5304881942773	1	0
pos	1054.5747793938233	1054.575306681213	1	0
pos	1054.6222363148115	1054.6227636259298	1	0
neg	1054.652293469349	1054.6528207954957	0	1
neg	1054.6533481219062	1054.6538754485803	0	1
pos	1054.685515531537	1054.6860428742948	1	0
pos	1054.6860428742948	1054.6865702173163	1	0
pos	1054.7287585133442	1054.7292858777237	0	1
pos	1054.7298132423666	1054.7303406072733	1	0
neg	1054.7487985451285	1054.7493259195278	1	0
neg	1055.1343795953017	1055.1349071624916	1	0
neg	1055.1908307805606	1055.191358375976	0	1
neg	1055.1929411638052	1055.193468760276	1	0
pos	1055.229345939158	1055.229873553831	1	0
neg	1055.3095463969892	1055.3100740517625	0	1
neg	1055.3264314805933	1055.326959143809	0	1
pos	1055.326959143809	1055.3274868072888	1	0
neg	1055.3280144710322	1055.3285421350395	1	0
pos	1055.3301251286443	1055.330652793707	0	1
pos	1055.3844760160318	1055.38500370827	1	0
pos	1055.38500370827	1055.385531400772	0	1
neg	1055.5665454956934	1055.5670732789663	1	0
pos	1055.6293535579784	1055.6298813726553	0	1
pos	1055.6541611330765	1055.654688960157	1	0
pos	1055.654688960157	1055.6552167875016	0	1
pos	1055.6552167875016	1055.65574461511	0	1
neg	1055.694276743368	1055.6948045905065	0	1
pos	1055.8737599812125	1055.8742879180925	1	0
pos	1055.8753437926443	1055.8758717303162	1	0
pos	1056.0670025121578	1056.067530545659	1	0
pos	1056.2660898557801	1056.2666179888251	1	0
neg	1056.2935531242756	1056.2940812710522	0	1
neg	1056.2940812710522	1056.294609418093	1	0
pos	1056.6321493806013	1056.632677696676	0	1
neg	1056.664905476764	1056.665433809217	1	0
neg	1056.665962141934	1056.666490474915	0	1
neg	1056.666490474915	1056.6670188081603	1	1
pos	1056.6907940776143	1056.6913224230113	0	1
pos	1056.7779746424915	1056.778503031479	1	0
pos	1056.8456105802932	1056.8461390030986	1	0
neg	1057.0422020971853	1057.0427306182864	1	0
neg	1057.1304687840889	1057.1309973493233	1	0
pos	1057.1389258595543	1057.1394544290174	0	1
neg	1057.1494972990286	1057.1500258737772	0	1
pos	1057.2679046438286	1057.268433277781	1	0
pos	1057.3450879987413	1057.3456166712854	0	1
pos	1057.3456166712854	1057.3461453440939	0	1
pos	1057.3461453440939	1057.3466740171666	0	1
pos	1057.348788712101	1057.3493173864954	1	0
pos	1057.5401861159767	1057.5407148860697	1	0
pos	1057.6046980188037	1057.6052268211527	1	0
pos	1057.6306096448468	1057.6311384601518	1	0
pos	1057.684021325922	1057.6845501679327	1	0
pos	1057.7347913647316	1057.7353202321274	1	0
pos	1058.208762594467	1058.2092916988483	0	1
neg	1058.2674947959197	1058.2680239296672	0	1
neg	1058.2685530636793	1058.2690821979559	1	0
pos	1058.286543777507	1058.2870729207789	1	0
neg	1058.2897186411074	1058.2902477859668	0	1
neg	1058.2928935142324	1058.2934226606792	1	0
neg	1058.5770832358965	1058.577612524438	1	0
pos	1058.5839640075808	1058.5844932995628	0	1
pos	1058.653303510741	1058.6538328373927	1	0
pos	1058.6580674601346	1058.6585967891683	0	1
pos	1058.7030613728732	1058.703590724404	1	0
pos	1058.7046494282595	1058.7051787805842	0	1
pos	1058.7724086771655	1058.7729380633698	1	0
pos	1058.777173162534	1058.7777025511207	1	0
pos	1059.127156762421	1059.1276863259995	1	0
neg	1059.147280364545	1059.1478099381852	0	1
pos	1059.1541648425216	1059.154694419604	1	0
pos	1059.1557535745635	1059.1562831524404	0	1
pos	1059.1854103434462	1059.1859399361515	1	0
pos	1059.2293674390955	1059.2298970537793	1	0
pos	1059.2606151585287	1059.2611447888364	1	0
pos	1059.2616744194088	1059.262204050246	0	1
neg	1059.5270526397767	1059.527582403303	0	1
neg	1059.5689047744747	1059.5694345589272	1	0
neg	1059.6128777854692	1059.613407591908	2	0
pos	1059.684933893035	1059.685463735502	1	1
neg	1059.8057448314064	1059.806274734279	1	0
neg	1059.82747106644	1059.8280009801756	1	0
neg	1060.3135132571408	1060.3140434138975	0	1
neg	1060.316164043575	1060.3166942016571	1	0
neg	1060.326767255582	1060.3272974189656	1	0
neg	1060.3352499015311	1060.3357800691563	1	0
neg	1060.5749126890016	1060.5754429764581	0	1
pos	1060.6083213165869	1060.6088516207476	0	1
pos	1060.634306532284	1060.6348368494373	0	1
pos	1060.6353671668558	1060.6358974845393	1	0
pos	1060.6703687027486	1060.6708990379332	0	1
pos	1060.6756720665255	1060.6762024043617	0	1
pos	1060.6931733551269	1060.6937037017137	1	0
neg	1060.8066735684697	1060.8072039718065	1	0
pos	1060.8644890931926	1060.8650195254372	0	1
neg	1061.0570534245326	1061.0575839530593	0	1
neg	1061.0586450109088	1061.0591755402313	1	0
pos	1061.10904648098	1061.1095770355032	0	1
pos	1061.1376968048542	1061.1382273737026	0	1
neg	1061.3202281403424	1061.3207588004566	0	1
neg	1061.3212894608362	1061.3218201214809	1	1
neg	1061.3414547518669	1061.3419854225942	0	1
neg	1061.342516093587	1061.343046764845	1	0
neg	1061.3435774363684	1061.3441081081571	1	0
pos	1061.5468441428254	1061.5473749162475	0	1
neg	1061.567013719435	1061.567544502942	1	0
neg	1061.5855913000864	1061.586122092882	1	1
pos	1061.6328328982133	1061.63336371463	1	0
pos	1061.6997178568276	1061.7002487066866	0	1
pos	1061.715643468058	1061.7161743258798	0	1
pos	1061.7161743258798	1061.716705183967	1	0
neg	1061.804831305661	1061.8053622080768	1	0
neg	1061.8223512255393	1061.822882136715	0	1
neg	1061.8419951158337	1061.8425260368313	0	1
neg	1061.8451806458013	1061.8457115683916	1	0
pos	1062.0464193240152	1062.046950347225	1	0
pos	1062.0554467546906	1062.055977782414	1	0
pos	1062.0581018959629	1062.0586329250139	0	1
pos	1062.1043024167057	1062.104833468857	1	0
pos	1062.1276689625515	1062.1282000263861	1	0
pos	1062.216891411742	1062.2174225201877	1	0
pos	1062.2668167664003	1062.2673478998088	1	0
pos	1062.4261687001963	1062.4266999132808	0	1
pos	1062.6057338506678	1062.6062651535349	0	1
pos	1062.63654985608	1062.637081174355	0	1
pos	1062.6620534329459	1062.6625847639727	1	0
neg	1062.667898088852	1062.6684294228012	1	0
pos	1062.7677935413265	1062.7683249252234	1	0
neg	1063.1063389094675	1063.106870462637	0	1
pos	1063.1084651237404	1063.108996677973	0	1
neg	1063.2706014867454	1063.2711331220462	0	1
neg	1063.3184497284342	1063.318981387659	1	1
pos	1063.329082963441	1063.3296146279824	0	1
pos	1063.3535398074907	1063.3540714842607	1	0
pos	1063.3567298720982	1063.3572615504631	0	1
neg	1063.3572615504631	1063.3577932290939	0	1
pos	1063.3588565871532	1063.3593882665816	0	1
neg	1063.3588565871532	1063.3593882665816	0	1
neg	1063.3593882665816	1063.3599199462758	1	0
pos	1063.538047606135	1063.5385793751589	0	1
pos	1063.5752720799253	1063.5758038675615	1	0
neg	1063.6013299867884	1063.6018617874536	0	1
pos	1063.8092843217148	1063.809816226357	0	1
neg	1064.5414367579474	1064.5419690286658	0	1
pos	1064.5419690286658	1064.5425012996504	1	0
pos	1064.6101018778875	1064.6106341829384	1	0
pos	1064.6111664882555	1064.611698793839	1	0
pos	1064.6313942875283	1064.6319266032256	1	0
pos	1064.7171005429843	1064.7176329015347	0	1
neg	1064.8097349371237	1064.8102673419912	1	0
neg	1064.8102673419912	1064.810799747125	1	1
neg	1065.265038299204	1065.2655709317232	0	1
neg	1065.3119109803688	1065.3124436363244	0	1
pos	1065.4072606394116	1065.407793343042	1	0
neg	1065.5020860815857	1065.5026188326287	0	1
neg	1065.5351171499801	1065.5356499175389	1	0
neg	1065.5361826853639	1065.5367154534554	0	1
neg	1065.6192977282908	1065.6198305379398	1	0
pos	1065.8947958545173	1065.8953288019152	1	0
pos	1065.9491578617394	1065.9496908363185	1	0
pos	1066.0669517222425	1066.0674847557184	1	0
neg	1066.1831593241432	1066.1836924157228	0	1
pos	1066.3713572127156	1066.3718903983943	0	1
pos	1066.546789686069	1066.5473229594638	1	0
pos	1066.54945605571	1066.549989330438	0	1
pos	1066.5686541139041	1066.5691873982312	1	0
neg	1066.6043847533738	1066.6049180555663	0	1
pos	1066.6118510083336	1066.612384314259	0	1
pos	1066.6385166312648	1066.6390499505233	1	0
pos	1067.0764615149565	1067.0769950531874	0	1
pos	1067.117011180801	1067.1175447393066	0	1
pos	1067.177304980151	1067.1778385688035	1	0
pos	1067.178905746909	1067.179439336362	0	1
pos	1067.2424047650118	1067.2429383862143	1	0
neg	1067.2632161896156	1067.2637498212239	0	1
neg	1067.31017679252	1067.3107104476085	0	1
pos	1067.3811552615502	1067.381688952128	0	1
neg	1067.4334582065012	1067.4339919232305	0	1
neg	1067.5322003434678	1067.532734109568	1	0
pos	1067.5466121218508	1067.547145895157	1	0
pos	1067.553017419139	1067.5535511956477	0	1
neg	1067.580240361372	1067.5807741514923	1	0
neg	1067.5813079418795	1067.5818417325336	0	1
neg	1067.6250796618826	1067.6256134744226	0	1
neg	1067.6277487272512	1067.6282825411256	0	1
neg	1067.6330868780065	1067.63362069455	1	1
neg	1067.6357559633932	1067.6362897812712	0	1
neg	1067.6362897812712	1067.6368235994162	0	1
pos	1067.6405603339044	1067.6410941541847	1	0
neg	1067.6549735751566	1067.6555074026435	0	1
neg	1067.6560412303972	1067.656575058418	1	0
neg	1068.0639636444434	1068.0644976764254	1	0
neg	1068.230060462982	1068.2305945780124	0	1
neg	1068.5660715680194	1068.5666058510553	1	0
pos	1068.6018691220786	1068.6024034230131	1	0
neg	1068.6018691220786	1068.6024034230131	0	1
pos	1068.7007193420243	1068.701253692384	1	0
neg	1068.790493950499	1068.791028345746	1	0
pos	1069.0630702103465	1069.0636047418816	0	1
pos	1069.137907225828	1069.1384417947818	0	1
neg	1069.279042709054	1069.2795773485755	0	1
neg	1069.347478740618	1069.3480134143574	1	0
neg	1069.4463979326276	1069.4469326558267	1	0
pos	1069.5597652308427	1069.5603000107253	1	0
pos	1069.5629739141493	1069.5635086956363	0	1
neg	1069.5977352669836	1069.5982700658512	1	0
neg	1069.5982700658512	1069.5988048649863	0	1
neg	1069.606292080955	1069.606826884101	1	0
neg	1069.606826884101	1069.6073616875146	0	1
neg	1069.6073616875146	1069.6078964911956	1	0
neg	1069.6319629335994	1069.632497749581	1	0
neg	1069.6346370161814	1069.6351718335	0	1
neg	1069.635706651086	1069.6362414689393	0	2
pos	1069.7801171828928	1069.7806520729514	1	0
pos	1069.7806520729514	1069.7811869632776	0	1
pos	1069.8715872703478	1069.8721222061415	1	0
pos	1069.9101033311513	1069.910638286203	0	1
neg	1069.9545055106844	1069.9550404879371	1	0
pos	1069.9812547010022	1069.9817896916295	0	1
pos	1070.059901193794	1070.0604362237448	1	0
pos	1070.2316595482603	1070.2321946640902	0	1
pos	1070.2541346434825	1070.25466977055	0	1
neg	1070.2824967467602	1070.2830318880087	1	0
pos	1070.3445749163097	1070.3451100885973	1	0
neg	1070.4403750188185	1070.4409102390061	0	1
neg	1070.4409102390061	1070.4414454594614	1	0
neg	1070.4564317408567	1070.4569669690727	1	0
neg	1070.5244078655062	1070.5249431277102	1	0
neg	1070.5517065791428	1070.552241854996	0	1
neg	1070.6352128480937	1070.6357481657003	1	0
neg	1070.7428170671199	1070.7433524385285	1	0
pos	1070.752989169658	1070.7535245461524	1	0
neg	1070.7679798126949	1070.7685151966848	1	0
neg	1070.8247320053642	1070.8252674177304	1	0
neg	1071.276715291103	1071.2772509294607	0	1
neg	1071.2777865680862	1071.2783222069795	1	0
neg	1071.3056401456722	1071.3061757984924	0	1
neg	1071.3072471049363	1071.30778275856	1	0
pos	1071.3602781129237	1071.3608137930628	1	0
neg	1071.6040402421775	1071.6045760441978	0	1
neg	1071.605111846486	1071.6056476490419	1	0
pos	1071.6297590413417	1071.6302948562213	0	1
pos	1071.6308306713688	1071.6313664867841	0	1
neg	1071.6645875657687	1071.6651233980626	0	1
neg	1071.678519292482	1071.6790551317417	1	0
pos	1071.7739029013737	1071.7744387883254	1	0
neg	1071.824277446016	1071.8248133581546	1	0
neg	1071.8253492705614	1071.825885183236	0	1
pos	1072.3008091195957	1072.3013452700004	1	1
neg	1072.373191849017	1072.373728035613	1	0
neg	1072.4375361547604	1072.4380723735285	1	0
neg	1072.4380723735285	1072.4386085925648	0	1
neg	1072.6091398455987	1072.6096761501688	1	0
pos	1072.6327375003525	1072.6332738167214	0	1
neg	1072.6338101333583	1072.6343464502636	1	0
neg	1072.641318594433	1072.6418549150924	0	1
neg	1072.6504360821123	1072.6509724073303	0	1
neg	1072.796862823448	1072.7973992218795	1	0
neg	1072.7973992218795	1072.7979356205792	0	1
neg	1072.8231466619955	1072.8236830735689	0	1
neg	1072.8333385277535	1072.8338749444229	1	0
pos	1072.9014655907388	1072.9020020414716	1	0
neg	1073.1101651690271	1073.1107017241097	1	0
pos	1073.1756268693073	1073.1761634571208	0	1
pos	1073.245385534754	1073.2459221574468	1	0
pos	1073.2469954036374	1073.247532027135	0	1
neg	1073.2969025367856	1073.297439185237	0	2
pos	1073.3376885838209	1073.3382252526653	1	0
neg	1073.3457386446617	1073.346275317531	1	0
pos	1073.5555981972338	1073.556134975033	1	0
pos	1073.5931732913427	1073.5937100879294	1	0
neg	1073.6307497006026	1073.6312865159775	0	2
neg	1073.6377283214126	1073.6382651402769	0	1
neg	1073.6393387788105	1073.6398755984799	2	0
neg	1073.6473911020355	1073.6479279257312	1	0
neg	1073.6570539696247	1073.6575907981517	0	1
pos	1073.6828220416976	1073.6833588831087	1	0
pos	1073.7375812482878	1073.7381181170786	1	0
pos	1073.8068395385296	1073.8073764419494	1	0
neg	1073.8229467579015	1073.823483669375	0	1
pos	1073.8304635429593	1073.831000458191	1	0
pos	1073.8326112054974	1073.833148121803	1	0
pos	1074.2756584191231	1074.2761955569524	0	1
pos	1074.3411912166425	1074.3417283872382	1	0
pos	1074.3433399006367	1074.3438770723067	0	1
pos	1074.40941403129	1074.4099512359971	1	0
neg	1074.595302892393	1074.5958401900446	1	0
neg	1074.641511472349	1074.6420487931048	0	1
pos	1074.6995436663242	1074.7000810160962	1	0
neg	1074.7790743552835	1074.7796117448206	1	0
neg	1074.8226037783834	1074.8231411896854	1	0
neg	1074.8231411896854	1074.823678601256	0	1
pos	1074.8376513964097	1074.8381888152355	1	0
pos	1074.9128926466205	1074.913430103067	1	0
pos	1074.9161173893299	1074.9166548473886	0	1
pos	1075.094568231243	1075.0951057785273	1	0
pos	1075.0956433260803	1075.096180873902	0	1
pos	1075.24778008502	1075.24831770891	1	0
pos	1075.3424060295044	1075.3429437007076	1	0
pos	1075.3558478902326	1075.3563855681566	1	0
pos	1075.3579986035418	1075.358536282541	0	1
neg	1075.5634115462622	1075.563949327968	1	0
neg	1075.6085861469198	1075.609123951213	1	0
neg	1075.6376279635517	1075.6381657823658	0	1
neg	1075.6381657823658	1075.6387036014487	1	0
neg	1075.654300471831	1075.6548382989813	0	1
pos	1075.7037816953489	1075.7043195472397	0	1
pos	1075.7570303371313	1075.7575682156464	1	0
pos	1075.7828488092284	1075.783386700653	1	0
neg	1075.822115590013	1075.8226535010708	1	0
neg	1076.1449105608604	1076.1454486333157	1	0
neg	1076.1454486333157	1076.14598670604	0	1
pos	1076.3601610135179	1076.3606991935985	1	0
neg	1076.5948330483084	1076.595371345725	1	0
neg	1076.6319762014834	1076.6325145174717	0	1
neg	1076.633052833729	1076.6335911502554	1	0
pos	1076.666967300569	1076.6675056340528	1	0
pos	1076.6685823018279	1076.669120636119	1	0
pos	1076.7267239605555	1076.7272623239176	0	1
neg	1076.792944673799	1076.7934830702713	1	0
pos	1076.7961750566715	1076.7967134547591	1	0
pos	1076.797790251742	1076.7983286506374	0	1
neg	1076.822018468535	1076.8225568795442	1	0
pos	1076.8462472304718	1076.8467856535956	0	1
neg	1077.0659462185486	1077.0664847515218	1	0
pos	1077.1725809989146	1077.173119585205	1	0
neg	1077.2366746582363	1077.2372132765738	1	0
pos	1077.3729536829967	1077.3734923694735	0	1
pos	1077.5480409696802	1077.5485797437007	1	0
neg	1077.6444858110915	1077.6450246333345	1	0
neg	1077.6611894259008	1077.6617282564955	1	0
neg	1077.6622670873596	1077.6628059184932	0	1
neg	1077.6633447498962	1077.6638835815686	0	1
pos	1078.0362806881922	1078.0368197063326	1	0
pos	1078.3241547326825	1078.32469389476	0	1
pos	1078.6557903137561	1078.6563296416514	1	0
pos	1078.6568689698163	1078.6574082982509	1	0
pos	1078.6946226114817	1078.695161958793	0	1
pos	1078.9271062937833	1078.9276457573364	0	1
neg	1079.2216935295223	1079.222233140369	0	1
pos	1079.258387681731	1079.258927310925	0	1
neg	1079.4300033655798	1079.4305430805814	1	0
neg	1079.5897707886547	1079.5903105835403	1	0
neg	1079.6340348656047	1079.634574682622	1	0
neg	1079.634574682622	1079.6351144999096	0	1
neg	1079.6351144999096	1079.635654317467	1	1
pos	1079.688017903425	1079.6885577474338	1	0
neg	1079.6917968171565	1079.692336663055	0	1
pos	1080.2177346462618	1080.2182747551292	1	1
neg	1080.6293759129912	1080.6299162276794	0	1
neg	1080.6634162659602	1080.6639565976684	1	0
neg	1080.6650372618953	1080.6655775944141	1	0
neg	1080.671521269951	1080.6720616057116	0	1
neg	1080.7839169245522	1080.7844573165107	1	0
pos	1081.1882056057384	1081.1887461998413	1	0
pos	1081.245510084873	1081.2460507076282	0	1
neg	1081.2698383764637	1081.2703790113828	0	1
pos	1081.3087647815903	1081.3093054359729	0	1
pos	1081.3093054359729	1081.3098460906256	1	0
neg	1081.3152526520216	1081.315793309648	1	0
pos	1081.5396487911723	1081.5401895609969	1	0
neg	1081.5661468305466	1081.5666876136202	1	0
neg	1081.5948087060444	1081.595349503449	1	0
neg	1081.595349503449	1081.5958903011237	1	0
neg	1081.6932382875211	1081.6937791341404	0	1
neg	1081.7803180763597	1081.7808589665187	0	1
neg	1082.0670277763709	1082.0675688098847	1	0
pos	1082.2028356761912	1082.203376777609	1	0
neg	1082.29915599069	1082.299697140268	1	0
pos	1082.3305431134827	1082.3310842787544	1	0
pos	1082.3332489425468	1082.3337901091713	0	1
pos	1082.4842449247706	1082.4847861668932	0	1
pos	1082.5638104208886	1082.5643517027938	0	1
neg	1082.5665168331213	1082.56705811638	0	1
pos	1082.588168374563	1082.5887096686474	1	0
pos	1082.590333552524	1082.5908748476909	1	0
neg	1082.6460883764457	1082.64662969949	1	0
pos	1082.64662969949	1082.647171022805	0	1
neg	1082.6791095774618	1082.6796509170167	0	1
neg	1082.6796509170167	1082.6801922568422	1	0
neg	1082.6807335969384	1082.6812749373053	0	1
pos	1082.7668101152483	1082.7673514986534	1	0
pos	1083.2465819538668	1083.247123577158	0	1
neg	1083.2579560998497	1083.258497728828	2	0
pos	1083.290454317884	1083.2909959631113	1	0
pos	1083.292620900418	1083.2931625467284	0	1
neg	1083.3256618209716	1083.3262034838026	0	1
neg	1083.3435368373937	1083.3440785091623	0	1
neg	1083.4247906293333	1083.4253323417288	0	1
neg	1083.5141768393569	1083.5147185964454	1	0
